trip_id,country,age_group,travel_companions,num_females,num_males,main_activity,visit_purpose,is_first_visit,mainland_stay_nights,island_stay_nights,tour_type,intl_transport_included,info_source,accomodation_included,food_included,domestic_transport_included,sightseeing_included,guide_included,insurance_included,days_booked_before_trip,arrival_weather,total_trip_days,has_special_requirements,spend_category
tour_idoc9x45xm,ITALY,25-44,With Other Friends/Relatives,4.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,Yes,61-90,"sunny,",1-6,,0.0
tour_idssycmvv2,FRANCE,25-44,With Spouse,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",No,Yes,Yes,No,No,No,15-30 ,"Windy,",7-14,"dietary needs,",1.0
tour_idraplxdqp,UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,4.0,4.0,Bird Tourism,Leisure and Holidays,Yes,16,2,Independent,No,Others,No,No,No,No,No,No,90+,,1-6,,0.0
tour_id6k2fa329,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,60,0,Independent,No,"Travel agent, tour operator",,No,No,No,No,No,1-7 ,,30+,,0.0
tour_idhynhmg8u,RWANDA,25-44,Alone,1.0,0.0,Cultural Tourism,Visiting Friends and Relatives,Yes,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,7-14,,2.0
tour_id5heay0qc,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,3,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,,90+,,30+,,0.0
tour_idujkj7mgi,RWANDA,25-44,,0.0,1.0,Wildlife Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,,,2.0
tour_idwfb8bkaw,SOUTH AFRICA,45-64,With Children,1.0,1.0,Hunting Tourism,Leisure and Holidays,Yes,5,0,Independent,No,"Radio, TV, Web",,No,No,No,No,No,61-90,"sunny,",1-6,none,1.0
tour_id7zt11s8d,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,No,2,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,humid,1-6,none,1.0
tour_ideo7mcbp7,CANADA,45-64,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,17,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,90+,"sunny,",7-14,,0.0
tour_id6atucla8,INDIA,25-44,Alone,0.0,1.0,Conference Tourism,Meetings and Conference,Yes,4,1,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,Rainy,7-14,,1.0
tour_id1e2e1n08,FRANCE,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,,Rainy,7-14,,1.0
tour_id1ryeclsl,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,4,Independent,,"Radio, TV, Web",No,No,No,No,No,No,,"sunny,",30+,,1.0
tour_id16ta4zzw,ZAMBIA,25-44,Alone,0.0,1.0,Business,Business,No,2,0,Independent,No,"Travel agent, tour operator",,No,No,No,No,No,61-90,Rainy,30+,,2.0
tour_id3ttygtxw,NORWAY,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,14,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,humid,7-14,none,1.0
tour_idrsyr94gw,UNITED KINGDOM,25-44,Alone,1.0,0.0,Business,Visiting Friends and Relatives,Yes,1,20,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,7-14,"dietary needs,",1.0
tour_idclh7u2t5,SOUTH AFRICA,25-44,,0.0,1.0,Wildlife Tourism,Business,Yes,2,0,Independent,No,Others,No,No,No,No,No,No,31-60,humid,15-30,none,1.0
tour_idkqjp9rnu,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Business,No,8,0,Independent,No,Inflight magazines,No,No,No,No,No,No,61-90,other,1-6,,2.0
tour_idyk9ohd8a,UNITED KINGDOM,18-24,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,13,4,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,7-14,,0.0
tour_id3ptnp399,NEW ZEALAND,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,5,Package Tour,Yes,"Friends, relatives",,Yes,Yes,No,No,No,,"sunny,",1-6,,0.0
tour_id9kh7f3o1,FRANCE,25-44,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,2,11,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,humid,1-6,"dietary needs,",1.0
tour_iddx7i5up8,UNITED KINGDOM,25-44,Alone,0.0,1.0,Conference Tourism,Business,Yes,3,0,Independent,No,Trade fair,No,No,No,No,No,No,8-14,Rainy,7-14,translator required.,1.0
tour_idhybjzu1h,UNITED KINGDOM,18-24,With Other Friends/Relatives,10.0,10.0,Widlife Tourism,Leisure and Holidays,Yes,20,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,15-30,none,0.0
tour_id9pnfejik,UAE,45-64,Alone,0.0,1.0,Widlife Tourism,Scientific and Academic,No,6,0,Independent,No,Others,No,No,No,No,No,No,1-7 ,"sunny,",1-6,translator required.,1.0
tour_idh6ddyg7c,RWANDA,25-44,With Other Friends/Relatives,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,7,4,Independent,No,"Radio, TV, Web",No,,No,No,No,No,90+,,30+,,0.0
tour_id2ztjdo7l,NETHERLANDS,18-24,With Other Friends/Relatives,1.0,5.0,Widlife Tourism,Leisure and Holidays,Yes,6,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,,7-14,,0.0
tour_id5vxmsp08,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,4,10,Package Tour,No,Others,Yes,Yes,Yes,Yes,Yes,Yes,90+,,30+,,1.0
tour_idi44utu8r,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,61-90,Stormy,1-6,,0.0
tour_idc8fqpmv4,UNITED KINGDOM,18-24,,1.0,0.0,Hunting Tourism,Volunteering,Yes,13,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,8-14,"Windy,",30+,none,2.0
tour_id3q49lo0n,INDIA,25-44,,0.0,1.0,Mountain Climbing,Meetings and Conference,Yes,5,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,,1-6,none,1.0
tour_idivwmtj83,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,30+,,0.0
tour_idumy0mhai,FRANCE,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,8-14,"sunny,",7-14,,0.0
tour_id1bsg63o1,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,,7-14,,0.0
tour_idcpyk14b5,SUDAN,45-64,Alone,0.0,1.0,Widlife Tourism,Meetings and Conference,Yes,14,0,Independent,No,Others,No,No,No,No,No,No,90+,"sunny,",15-30,"dietary needs,",1.0
tour_id6xy9k6pk,UNITED KINGDOM,18-24,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,13,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,30+,,1.0
tour_iduj7lqfp2,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,61-90,"cloudy,",1-6,none,1.0
tour_idz1kofmwz,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,90+,Rainy,7-14,,0.0
tour_idm498jko0,UNITED KINGDOM,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Friends, relatives",Yes,Yes,No,No,No,No,61-90,Rainy,1-6,,0.0
tour_idfjgg2est,ZAMBIA,18-24,Alone,0.0,1.0,Beach Tourism,Business,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,,0.0
tour_idsrcf107n,AUSTRIA,45-64,Alone,0.0,1.0,Cultural Tourism,Meetings and Conference,Yes,12,0,Independent,No,"Friends, relatives",No,No,No,No,No,,8-14,"cloudy,",7-14,,1.0
tour_idqex25ofh,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,15-30 ,"sunny,",7-14,,0.0
tour_idou8fjsi1,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Leisure and Holidays,No,4,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,,1.0
tour_id3eos510p,UNITED STATES OF AMERICA,25-44,With Spouse and Children,1.0,2.0,Beach Tourism,Leisure and Holidays,Yes,5,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,7-14,none,1.0
tour_idmc4l9tzd,UNITED KINGDOM,25-44,Alone,0.0,1.0,Hunting Tourism,Business,No,3,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,90+,"sunny,",1-6,none,1.0
tour_idfh8l0rib,NORWAY,45-64,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,No,6,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,"cloudy,",30+,,1.0
tour_id5irg4yvx,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,14,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,15-30 ,"sunny,",15-30,,0.0
tour_idx3i0nx9n,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,15-30 ,,30+,none,1.0
tour_id7ygtjvnj,ITALY,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,No,No,No,No,No,1-7 ,"sunny,",7-14,none,0.0
tour_idfy5op0vf,FRANCE,25-44,With Other Friends/Relatives,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,Others,Yes,Yes,No,No,Yes,No,31-60,"Windy,",7-14,,0.0
tour_id6ekf2vic,KENYA,45-64,Alone,0.0,1.0,Beach Tourism,Business,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",30+,"dietary needs,",2.0
tour_idmrxw9mov,UNITED KINGDOM,25-44,With Spouse and Children,3.0,2.0,Cultural Tourism,Leisure and Holidays,Yes,16,5,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,31-60,other,15-30,none,0.0
tour_idqs806p2m,GERMANY,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",No,No,No,No,No,No,61-90,other,30+,none,0.0
tour_idvdmwfpxt,UGANDA,25-44,Alone,0.0,1.0,Widlife Tourism,Business,No,4,0,Independent,No,"Travel agent, tour operator",,No,No,No,No,No,31-60,,30+,,2.0
tour_idy2ka5c8t,UGANDA,25-44,With Other Friends/Relatives,0.0,2.0,Widlife Tourism,Business,Yes,7,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,1-6,,1.0
tour_idqavx1grv,FRANCE,45-64,With Children,2.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,5,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,61-90,,30+,,0.0
tour_id3tk0pwt3,FRANCE,45-64,With Spouse and Children,2.0,1.0,Business,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Newspaper, magazines, brochures",No,Yes,Yes,Yes,No,No,61-90,"sunny,",7-14,none,0.0
tour_idqse8vogq,VIETNAM,25-44,Alone,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",30+,,2.0
tour_idkjnpm9kw,SOUTH AFRICA,45-64,With Other Friends/Relatives,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,90+,"sunny,",30+,"dietary needs,",0.0
tour_idh4nbukxy,UNITED STATES OF AMERICA,18-24,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,16,0,Package Tour,No,"Friends, relatives",Yes,Yes,No,No,Yes,No,31-60,"cloudy,",1-6,,0.0
tour_iddi2zk567,UNITED KINGDOM,18-24,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,90+,"cloudy,",30+,"dietary needs,",0.0
tour_idybzx4jki,KOREA,25-44,,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,6,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Rainy,7-14,,0.0
tour_idamuqbhi4,ITALY,18-24,With Other Friends/Relatives,2.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,20,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,7-14,"dietary needs,",1.0
tour_id2uyq3o85,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,2.0,Conference Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",1-6,none,0.0
tour_idybttvre8,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,1-7 ,"sunny,",30+,none,0.0
tour_idki1xv1lk,CANADA,45-64,With Spouse and Children,2.0,2.0,Conference Tourism,Leisure and Holidays,Yes,19,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"Windy,",7-14,none,0.0
tour_idfwz7wzii,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,No,5,0,Independent,No,Inflight magazines,No,No,No,No,No,No,90+,other,30+,translator required.,1.0
tour_id7fydz45s,UNITED KINGDOM,25-44,With Spouse and Children,2.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,other,30+,,0.0
tour_idezqqnz1k,UAE,45-64,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,1-6,,1.0
tour_idxoufzo6k,UNITED KINGDOM,45-64,With Other Friends/Relatives,0.0,2.0,Conference Tourism,Meetings and Conference,Yes,7,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,1-6,,1.0
tour_idfgjiow58,JAPAN,25-44,Alone,1.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,3,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,"sunny,",15-30,,1.0
tour_idsws4hal4,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,16,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,1-6,"dietary needs,",0.0
tour_id0zthqrkq,NORWAY,45-64,Alone,0.0,1.0,Conference Tourism,Meetings and Conference,No,6,0,Package Tour,Yes,"Friends, relatives",Yes,No,No,No,No,No,61-90,Rainy,30+,,1.0
tour_idk08lc4ah,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Radio, TV, Web",Yes,,Yes,Yes,Yes,No,90+,"sunny,",30+,,1.0
tour_idcmijby2g,INDONESIA,25-44,Alone,0.0,1.0,Hunting Tourism,Business,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",7-14,,1.0
tour_idfufqhefk,AUSTRALIA,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,,15-30,,0.0
tour_idmwhsj6m3,CANADA,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,5,Package Tour,Yes,"Radio, TV, Web",Yes,Yes,Yes,No,No,No,15-30 ,humid,30+,"dietary needs,",0.0
tour_id92z594oe,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,13,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,7-14,,0.0
tour_idd5jzucs8,UGANDA,25-44,Alone,0.0,1.0,Wildlife Tourism,Business,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,humid,1-6,,1.0
tour_idzy8be4pv,EGYPT,18-24,Alone,0.0,1.0,Conference Tourism,Other,Yes,8,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,,1-6,"dietary needs,",1.0
tour_id99tpswf8,KENYA,25-44,With Other Friends/Relatives,6.0,1.0,Beach Tourism,Leisure and Holidays,Yes,2,2,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,1-6,,0.0
tour_idywd25h88,UNITED KINGDOM,18-24,,0.0,1.0,Conference Tourism,Scientific and Academic,Yes,7,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,30+,"dietary needs,",1.0
tour_id76xx4ws5,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,1,14,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,,"sunny,",7-14,,0.0
tour_ids4mdqj7i,UNITED STATES OF AMERICA,45-64,,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,1-7 ,"sunny,",7-14,,1.0
tour_idrjk1aq26,AUSTRALIA,18-24,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,90,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,30+,,0.0
tour_idsjpoaadt,ITALY,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,6,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,Yes,Yes,Yes,1-7 ,"cloudy,",1-6,"dietary needs,",0.0
tour_idijr233rd,FRANCE,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",No,No,No,No,No,Yes,61-90,humid,1-6,,0.0
tour_idv837qt8h,FRANCE,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,4,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,7-14,,0.0
tour_idgspc0k5j,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,1.0,Widlife Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",30+,,2.0
tour_id902cssyq,SOUTH AFRICA,25-44,With Other Friends/Relatives,0.0,2.0,Widlife Tourism,Business,Yes,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,none,1.0
tour_idjx801m47,SPAIN,25-44,With Other Friends/Relatives,0.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,0,14,Independent,,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,humid,30+,,1.0
tour_idv6w007yy,OMAN,45-64,With Other Friends/Relatives,2.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,30,0,Package Tour,No,"Friends, relatives",No,No,No,No,No,No,,Stormy,15-30,,0.0
tour_id5nrdo5nw,BELGIUM,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,8,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,90+,,7-14,,0.0
tour_id5oaw5oyb,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,15,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,,Rainy,30+,,0.0
tour_idzy3b77md,KENYA,45-64,,0.0,1.0,Hunting Tourism,Other,Yes,5,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,Rainy,7-14,none,2.0
tour_idt34id3pq,AUSTRIA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,3,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",7-14,,0.0
tour_idxog1f1ug,ITALY,25-44,With Other Friends/Relatives,2.0,2.0,Beach Tourism,Leisure and Holidays,Yes,0,10,Package Tour,Yes,"Friends, relatives",No,Yes,Yes,Yes,Yes,Yes,90+,"sunny,",15-30,,0.0
tour_id9z6syfzq,UNITED KINGDOM,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,1-6,"dietary needs,",0.0
tour_idtw44qzgn,GERMANY,25-44,With Other Friends/Relatives,0.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,10,10,Package Tour,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,"sunny,",7-14,none,1.0
tour_id44b51m56,BELGIUM,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,No,8,0,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,61-90,"Windy,",7-14,none,1.0
tour_idmsyqumn9,PAKISTAN,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,Yes,15,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Rainy,7-14,,1.0
tour_idsq35c33k,UNITED STATES OF AMERICA,18-24,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,13,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,,"sunny,",1-6,"dietary needs,",0.0
tour_idhz8i4mm6,NETHERLANDS,45-64,With Other Friends/Relatives,1.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,15,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,61-90,other,7-14,,0.0
tour_idwn4fzcy7,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,,,15-30,,0.0
tour_idu9u3gsng,UGANDA,25-44,,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,humid,15-30,,2.0
tour_idm8t7id6j,UNITED KINGDOM,18-24,With Other Friends/Relatives,15.0,15.0,Wildlife Tourism,Leisure and Holidays,Yes,59,2,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,,0.0
tour_ido09nro7z,SPAIN,25-44,With Spouse and Children,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,4,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,1-6,,0.0
tour_idqc8ao1sv,KENYA,45-64,Alone,0.0,1.0,Conference Tourism,Business,No,1,0,Independent,No,Others,No,No,No,No,No,No,61-90,"sunny,",1-6,,2.0
tour_idfrj0r9a1,IRELAND,45-64,With Spouse and Children,1.0,2.0,Hunting Tourism,Visiting Friends and Relatives,Yes,45,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,"dietary needs,",0.0
tour_ide8r27oja,UNITED KINGDOM,25-44,With Spouse and Children,2.0,3.0,Beach Tourism,Leisure and Holidays,Yes,0,15,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,"sunny,",30+,,0.0
tour_id1lruqjq8,ITALY,25-44,With Other Friends/Relatives,1.0,2.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,61-90,,7-14,,0.0
tour_idj2i3nwth,UNITED KINGDOM,45-64,With Children,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,31-60,Stormy,15-30,,0.0
tour_idxte8fdmn,SWIZERLAND,25-44,,1.0,0.0,Wildlife Tourism,Business,Yes,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,7-14,,1.0
tour_ide081kkb2,UNITED STATES OF AMERICA,18-24,,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,Yes,6,3,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,other,30+,,1.0
tour_idfr8utn49,ZIMBABWE,25-44,Alone,0.0,1.0,Wildlife Tourism,Business,Yes,2,0,Independent,No,Trade fair,No,No,No,No,No,No,15-30 ,other,30+,"dietary needs,",2.0
tour_idxkvpv40l,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,15-30 ,,1-6,none,0.0
tour_idhck3ur0a,SWIZERLAND,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,3,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,31-60,,1-6,none,0.0
tour_id56gqptgc,INDIA,25-44,Alone,0.0,1.0,Widlife Tourism,Meetings and Conference,No,7,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,30+,none,1.0
tour_idco8wpof3,NORWAY,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,No,15,3,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,Stormy,30+,,1.0
tour_id6r4n1cn5,SWIZERLAND,65+,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,15,6,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,90+,"cloudy,",30+,none,0.0
